Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls
65,Аугсбург,Бавария М.,Дэниел Зиберт,17.0,8.5,1.14,18,1,1,356,3060,-2704,21,79,11,7,3,3,204,766,50,63,7,19,11,22,29,55,6,16,11,11,3,7,12,3,110,118,9,24,7,9,7,16,2,8,4-1-4-1,6.54,4-2-3-1,7.16,33.54,6.29,,,3.6666666666666665,23.33333333333333,13.666666666666666,12.0,6.666666666666667,9.428571428571429
66,Фортуна,Майнц 05,Феликс Цвайер,2.55,3.4,2.62,29,0,0,2089,383,1706,55,45,11,18,2,4,458,386,68,52,38,5,18,12,63,48,25,15,15,16,8,1,9,7,139,122,20,7,4,1,9,2,11,5,5-4-1,6.76,4-2-2-2,6.69,11.71,14.68,,,2.6666666666666665,19.0,10.333333333333334,12.714285714285714,15.25,14.428571428571429
67,РБ Лейпциг,Вольфсбург,Дениз Айтекин,1.53,4.5,5.5,24,0,0,899,919,-20,56,44,13,11,1,3,514,392,57,84,20,13,16,25,62,58,19,21,24,13,3,3,10,22,191,179,15,13,5,6,7,9,8,4,4-4-2,7.0,3-4-3,6.9,7.07,10.12,,,2.5,31.0,11.666666666666666,12.714285714285714,14.333333333333334,13.857142857142858
68,Бремен,Герта,Феликс Брых,2.25,3.6,3.0,21,1,0,1266,791,475,53,47,9,12,1,1,546,483,51,70,24,17,4,19,32,62,8,27,12,14,7,5,8,17,142,129,16,12,5,2,11,6,5,6,4-3-3,6.83,4-2-3-1,6.84,15.11,24.23,,,3.333333333333333,21.0,10.333333333333334,11.142857142857142,13.0,13.857142857142858
69,Дортмунд,Мгладбах,Саша Стегеманн,1.53,4.75,5.0,29,0,0,1130,1060,70,54,46,13,16,1,2,484,403,65,60,14,15,19,15,66,52,16,15,24,20,10,8,18,11,146,152,16,14,7,3,14,11,2,3,4-4-2,7.0,4-2-3-1,7.04,9.32,12.62,,,5.0,23.33333333333333,8.333333333333334,8.142857142857142,16.333333333333332,14.428571428571429
70,Кельн,Падерборн,Мануэль Грефе,1.65,4.5,4.333333333333334,15,1,0,1068,1031,37,42,58,7,8,0,0,391,537,58,31,20,22,18,23,72,49,20,15,33,20,6,9,8,9,148,150,17,9,6,1,16,5,1,4,4-2-3-1,6.61,4-2-2-2,6.58,15.71,9.28,,,2.0,24.5,15.0,16.428571428571427,14.0,13.857142857142858
71,Хоффенхайм,Шальке 04,Роберт Хартманн,2.62,3.6,2.55,28,0,0,440,1580,-1140,42,58,12,16,2,2,349,474,51,66,14,23,15,18,61,61,15,19,24,21,3,8,9,10,137,155,9,11,3,1,6,6,3,5,4-1-4-1,6.79,4-1-3-2,6.92,8.66,6.06,,,2.5,20.5,12.0,12.428571428571429,12.333333333333334,12.428571428571429
72,Майнц 05,Кельн,Фрэнк Вилленборг,2.55,3.6,2.55,29,1,1,1410,1693,-283,47,53,20,9,2,2,370,405,51,61,14,21,17,10,51,64,19,26,12,13,5,10,13,9,138,152,18,17,6,8,9,9,9,8,4-4-2,6.68,4-2-3-1,6.71,7.64,10.89,,,4.666666666666667,24.0,13.333333333333334,14.875,17.5,15.25
73,Бавария М.,Юнион Берлин,Марко Фриц,1.09,12.0,19.0,26,1,0,2085,545,1540,65,35,10,16,0,1,671,343,56,64,23,11,21,12,67,56,19,23,16,21,8,2,6,10,139,134,20,6,10,4,10,4,10,2,4-1-4-1,7.16,4-2-3-1,6.74,8.86,15.54,,,2.6666666666666665,24.33333333333333,11.5,9.125,15.0,16.0
74,Шальке 04,Дортмунд,Феликс Брых,3.2,3.6,2.1,18,0,0,1359,749,610,42,58,9,9,3,2,353,484,57,62,19,10,19,17,47,57,13,17,15,22,8,2,11,5,158,146,14,8,3,3,8,3,6,5,4-1-3-2,6.89,4-2-3-1,7.05,11.0,8.0,,,3.0,21.0,12.5,12.875,8.0,8.75
75,Герта,Хоффенхайм,Маркус Шмидт,2.0,3.9,3.3,28,0,2,773,1145,-372,43,57,17,11,3,3,375,511,64,65,21,11,20,9,64,63,19,20,21,20,4,4,13,8,139,145,13,17,4,9,8,9,5,8,4-2-3-1,6.88,3-1-4-2,6.81,9.76,11.35,,,3.6666666666666665,26.33333333333333,15.0,13.625,12.75,12.375
76,Фрайбург,РБ Лейпциг,Вред Осмерс,4.75,4.2,1.65,18,1,0,563,1412,-849,39,61,9,9,3,1,378,592,64,52,20,15,10,22,44,64,15,20,17,22,5,4,12,6,139,131,14,24,3,6,8,10,6,14,3-4-2-1,6.9,3-5-2,7.0,12.96,11.52,,,4.333333333333333,21.666666666666668,8.75,8.875,13.5,12.75
77,Падерборн,Фортуна,Бастиан Данкерт,2.5,3.75,2.6,39,1,0,870,1146,-276,48,52,23,16,5,4,363,382,64,64,16,21,13,12,50,62,15,19,12,12,4,7,11,11,154,154,14,18,6,4,5,9,9,9,4-2-3-1,6.56,5-4-1,6.82,8.88,9.64,,,3.0,29.5,13.75,13.125,14.5,12.5
78,Леверкузен,Бремен,Мартин Петерсен,1.65,4.333333333333334,4.5,27,1,1,2007,348,1659,62,38,14,13,2,1,512,333,59,40,53,9,20,10,55,48,13,14,15,17,10,1,14,14,150,132,24,11,4,3,17,4,7,7,3-4-1-2,6.88,4-3-1-2,6.82,5.0,17.41,,,5.0,31.5,9.75,10.5,11.75,10.875
79,Вольфсбург,Аугсбург,Тобиас Стилер,1.5699999999999998,4.333333333333334,5.5,28,0,0,1253,627,626,56,44,14,14,0,0,438,340,70,77,25,14,12,13,58,56,24,20,17,20,5,3,6,17,171,159,14,10,3,5,9,5,5,5,3-4-2-1,6.9,4-4-2,6.56,7.13,10.65,,,2.25,23.5,13.5,13.5,10.75,11.875
80,Мгладбах,Э. Франкфурт,Даниэль Шлагер,2.05,3.75,3.3,28,2,0,1134,1162,-28,48,52,13,15,1,1,418,422,57,78,15,35,17,12,62,60,24,19,19,22,5,6,14,14,167,172,13,15,7,3,11,12,2,3,4-3-3,7.0,3-1-4-2,6.95,12.35,8.34,,,2.5,22.5,13.0,14.625,12.0,13.75
81,Хоффенхайм,Падерборн,Роберт Шредер,1.4,4.5,7.0,19,3,0,1166,530,636,63,37,7,12,0,1,779,441,42,31,14,12,11,17,39,35,5,2,17,20,4,4,9,6,88,96,12,9,7,2,9,4,3,5,3-1-4-2,6.8,4-1-4-1,6.61,19.94,45.5,,,3.333333333333333,27.666666666666668,12.0,12.22222222222222,12.5,14.22222222222222
82,Леверкузен,Мгладбах,Дэниел Зиберт,1.8,4.0,4.0,22,1,2,2277,419,1858,61,39,13,9,2,1,552,370,56,63,42,9,41,17,81,63,24,17,23,25,13,0,15,15,174,149,25,10,7,6,17,7,8,3,4-2-3-1,6.89,3-5-2,6.99,7.56,16.17,,,4.25,22.0,10.6,10.88888888888889,16.25,14.444444444444445
83,Дортмунд,Вольфсбург,Тобиас Вельц,1.5,4.5,5.5,31,0,0,1886,450,1436,64,36,12,19,1,3,641,342,56,59,17,11,21,18,52,53,8,14,15,19,7,2,5,20,153,132,17,12,8,3,11,8,6,4,4-2-3-1,7.04,3-4-2-1,6.9,10.0,10.81,,,6.333333333333333,32.333333333333336,9.5,8.777777777777779,13.5,13.555555555555555
84,Э. Франкфурт,Бавария М.,Маркус Шмидт,6.5,5.5,1.4,21,2,1,1328,466,862,39,61,14,7,1,2,391,593,63,58,15,10,8,26,47,53,18,10,17,11,3,0,18,12,124,128,17,8,11,3,12,6,5,2,3-1-4-2,6.93,4-2-3-1,7.15,9.95,15.0,,,4.25,26.75,14.8,13.88888888888889,6.75,9.22222222222222
85,РБ Лейпциг,Майнц 05,Гвидо Винкманн,1.33,5.75,8.5,18,5,0,2147,321,1826,67,33,11,7,0,1,730,349,39,45,21,9,18,16,34,45,6,11,11,14,3,4,11,13,129,134,18,9,12,2,13,5,5,4,4-4-2,7.0,4-3-1-2,6.73,8.15,23.63,,,2.0,21.33333333333333,12.0,12.333333333333334,15.8,15.444444444444445
86,Бремен,Фрайбург,Кристиан Дингерт,1.8,4.0,3.8,28,1,1,1277,910,367,46,54,18,10,3,4,437,511,59,52,12,18,10,15,54,61,23,18,18,18,5,0,13,14,133,129,21,13,10,3,12,7,9,6,4-3-3,6.82,4-4-2,6.9,15.2,11.25,,,3.333333333333333,24.0,10.0,11.11111111111111,9.0,8.88888888888889
87,Юнион Берлин,Герта,Дениз Айтекин,2.45,3.3,2.87,24,0,0,1536,600,936,54,46,14,10,1,1,448,375,83,76,19,18,11,17,51,62,22,25,13,10,1,4,8,13,160,154,14,7,6,3,5,3,9,4,3-4-3,6.73,4-2-3-1,6.87,8.5,27.22,,,3.0,28.666666666666668,16.6,16.0,12.8,14.0
88,Фортуна,Кельн,Свен Яблонски,2.9,3.4,2.4,31,1,0,947,741,206,39,61,11,20,1,3,301,476,65,48,20,20,12,18,71,60,23,29,21,11,3,4,16,11,145,151,9,8,3,1,5,5,4,3,4-4-1-1,6.79,4-2-3-1,6.7,8.87,6.65,,,4.0,29.33333333333333,10.5,12.88888888888889,15.8,14.555555555555555
89,Аугсбург,Шальке 04,Патрик Иттрих,4.5,3.75,1.75,24,1,1,797,1174,-377,32,68,13,11,3,5,263,544,56,70,10,19,20,14,48,51,11,17,17,13,1,6,8,8,143,151,12,10,4,3,6,6,6,4,4-2-3-1,6.6,4-3-1-2,6.9,15.57,6.76,,,4.666666666666667,29.666666666666668,13.0,12.11111111111111,13.25,12.444444444444445
90,Кельн,Хоффенхайм,Роберт Кампка,2.2,3.6,3.0,35,1,0,615,1071,-456,44,56,21,14,4,3,390,477,46,63,19,20,14,20,67,60,20,14,27,18,5,7,7,14,134,146,11,15,3,5,6,6,5,9,3-4-1-2,6.68,3-1-4-2,6.84,8.8,10.0,,,3.0,23.0,13.0,15.1,12.4,11.7
91,Майнц 05,Юнион Берлин,Вред Осмерс,2.37,3.4,2.87,32,0,2,1412,862,550,55,45,16,16,1,4,463,392,63,89,24,10,19,14,73,80,30,42,14,17,3,2,12,14,181,164,16,14,5,4,8,7,8,7,4-3-1-2,6.65,3-4-1-2,6.75,6.31,10.08,,,4.25,20.75,15.0,14.6,15.25,15.8
92,Шальке 04,Фортуна,Роберт Хартманн,1.61,4.0,5.0,27,1,0,1144,766,378,57,43,10,17,2,4,437,317,56,56,8,19,19,6,62,49,29,17,6,18,2,4,14,8,156,143,12,9,5,5,8,8,4,1,4-2-3-1,6.88,5-3-2,6.82,10.2,10.19,,,3.0,23.0,11.8,12.3,14.8,12.7
93,Герта,РБ Лейпциг,Сёрен Аисты,4.333333333333334,4.2,1.7,24,1,2,213,1456,-1243,38,62,12,12,2,1,365,586,81,41,9,20,12,10,48,58,10,25,17,18,0,5,13,10,172,182,7,10,3,7,2,9,5,1,3-4-3,6.86,4-2-2-2,7.06,16.13,7.07,,,3.0,23.5,15.5,13.6,12.6,12.2
94,Падерборн,Аугсбург,Марко Фриц,2.5,3.75,2.6,27,0,1,1087,1223,-136,61,39,15,12,1,3,476,303,56,64,16,15,18,19,59,55,11,12,24,20,5,7,12,10,147,160,11,13,4,5,3,8,8,5,4-4-1-1,6.6,4-2-3-1,6.58,6.15,12.11,,,2.25,24.75,15.6,14.0,11.4,12.2
95,Бавария М.,Дортмунд,Феликс Цвайер,1.53,4.5,5.25,23,1,0,2168,165,2003,59,41,11,12,2,1,641,429,73,68,13,6,18,19,60,35,4,6,30,14,2,1,10,16,124,145,18,2,5,0,13,2,5,0,4-1-4-1,7.07,4-2-3-1,7.05,10.0,18.27,,,3.5,21.5,11.2,9.0,8.2,9.1
96,Мгладбах,Бремен,Тобиас Стилер,1.9,4.0,3.6,31,2,0,1574,1122,452,53,47,18,13,5,4,456,382,44,57,13,15,22,15,64,48,26,10,16,14,3,8,21,12,125,144,17,16,7,7,10,9,7,7,4-3-3,6.98,4-4-2,6.82,6.97,10.22,,,1.8,24.4,13.0,13.9,12.0,11.8
97,Вольфсбург,Леверкузен,Мануэль Грефе,3.1,3.6,2.15,20,0,1,1079,462,617,46,54,9,11,2,2,451,535,77,90,29,6,18,18,62,54,23,12,20,21,9,0,10,9,215,185,10,9,1,4,6,9,4,0,3-4-2-1,6.88,4-2-3-1,6.91,10.34,9.42,,,1.3333333333333333,21.33333333333333,13.6,14.1,11.25,11.1
98,Фрайбург,Э. Франкфурт,Феликс Брых,2.75,3.75,2.37,20,0,0,1129,1204,-75,51,49,7,13,1,2,389,374,68,69,27,17,11,12,41,59,14,29,10,14,8,10,13,7,137,149,13,17,7,6,9,8,4,9,4-4-2,6.91,3-4-1-2,6.95,10.44,19.0,,,3.4,20.4,8.8,9.0,12.75,13.9
99,Дортмунд,Падерборн,Кристиан Дингерт,1.14,9.0,15.0,16,0,3,2185,490,1695,67,33,9,7,3,1,723,355,38,45,32,9,29,29,60,55,9,12,26,23,10,2,18,16,166,142,17,9,7,4,14,8,3,1,4-2-3-1,6.96,4-2-3-1,6.62,6.0,31.86,,,4.25,25.0,10.0,9.363636363636363,12.4,14.090909090909092
100,Юнион Берлин,Мгладбах,Феликс Брых,3.4,3.8,2.0,19,1,0,536,1150,-614,37,63,12,7,1,1,368,612,92,81,16,26,9,16,63,65,33,32,19,11,2,6,12,11,170,198,11,13,6,2,8,7,3,6,3-4-1-2,6.77,4-2-3-1,7.0,15.4,10.87,,,3.333333333333333,20.33333333333333,16.166666666666668,15.818181818181818,14.8,14.272727272727272
101,Леверкузен,Фрайбург,Дениз Айтекин,1.44,4.75,6.5,24,1,1,2579,371,2208,71,29,10,14,0,3,685,276,55,69,40,8,17,8,65,41,29,14,10,13,13,3,7,12,168,133,27,8,9,2,16,5,11,3,4-2-3-1,6.92,3-4-1-2,6.93,6.85,19.7,,,2.75,27.5,11.0,11.090909090909092,9.2,8.818181818181818
102,Э. Франкфурт,Вольфсбург,Дэниел Зиберт,2.05,3.6,3.5,36,0,1,1997,432,1565,69,31,13,23,3,5,458,217,55,51,50,7,17,13,65,59,20,23,13,15,12,1,10,8,167,133,17,9,9,6,12,6,5,3,3-4-1-2,6.94,3-4-2-1,6.85,3.19,9.32,,,4.0,22.0,14.666666666666666,13.818181818181818,14.6,13.636363636363637
103,Фортуна,Бавария М.,Фрэнк Вилленборг,13.0,7.0,1.2,14,0,3,379,2276,-1897,29,71,8,6,1,1,268,692,59,51,22,25,13,23,41,47,8,8,18,18,8,6,10,8,138,123,13,17,1,5,6,13,7,4,4-2-3-1,6.81,4-1-4-1,7.11,32.38,5.57,,,4.5,25.25,10.6,13.090909090909092,6.8,9.181818181818182
104,Бремен,Шальке 04,Бенджамин Кортус,2.7,3.6,2.45,28,0,1,881,847,34,49,51,12,16,3,2,466,478,71,66,12,8,16,29,77,64,24,20,31,19,1,3,11,8,162,159,18,11,5,5,10,5,8,6,4-3-1-2,6.8,4-2-3-1,6.85,8.58,9.33,,,4.666666666666667,30.0,11.6,11.909090909090908,12.8,12.090909090909092
105,РБ Лейпциг,Кельн,Роберт Шредер,1.44,4.75,6.5,24,3,1,2816,268,2548,69,31,9,15,0,3,719,317,43,44,24,11,15,9,44,37,14,9,8,14,13,3,9,10,146,129,21,6,8,1,13,4,8,2,4-2-2-2,7.05,4-3-3,6.68,9.83,30.07,,,2.75,25.5,11.8,12.181818181818182,16.5,15.636363636363637
106,Аугсбург,Герта,Саша Стегеманн,2.45,3.6,2.62,28,2,0,1337,354,983,52,48,9,19,0,2,423,387,58,78,16,13,9,11,60,43,19,17,22,14,3,3,6,6,121,125,14,5,5,1,7,3,7,2,4-2-3-1,6.62,4-4-1-1,6.82,11.13,14.17,,,4.5,24.75,13.0,12.181818181818182,12.333333333333334,13.454545454545457
107,Хоффенхайм,Майнц 05,Бастиан Данкерт,1.66,4.0,4.75,26,0,1,2150,863,1287,63,37,12,14,1,3,534,306,53,48,31,16,16,14,53,52,15,12,15,20,14,3,9,10,147,133,20,12,8,5,12,11,8,1,3-4-3,6.85,3-4-1-2,6.66,9.12,11.41,,,5.0,32.666666666666664,11.0,11.909090909090908,14.333333333333334,14.727272727272728
108,Шальке 04,Юнион Берлин,Даниэль Шлагер,1.66,4.0,4.75,25,1,1,1259,886,373,55,45,12,13,1,4,483,387,66,62,17,15,23,12,68,65,31,26,12,23,7,4,15,16,181,146,17,17,8,7,12,12,5,5,4-2-3-1,6.86,3-4-3,6.8,11.15,12.39,,,2.333333333333333,24.33333333333333,11.5,12.416666666666666,15.4,15.5
109,Хоффенхайм,Фортуна,Мартин Петерсен,1.75,3.9,4.2,28,1,0,930,1153,-223,51,49,12,16,2,4,504,457,68,51,14,36,14,30,62,54,20,12,19,16,2,5,6,12,141,143,12,11,6,3,12,9,0,2,3-4-2-1,6.82,3-1-4-2,6.77,14.85,11.29,,,4.333333333333333,30.0,11.166666666666666,11.916666666666666,15.166666666666666,12.666666666666666
110,Кельн,Аугсбург,Тобиас Стилер,1.95,3.75,3.6,32,0,1,1116,1044,72,55,45,15,17,8,3,433,341,72,65,28,26,13,10,56,55,19,19,18,14,4,8,5,14,136,141,13,11,6,4,9,6,4,5,4-4-2,6.66,4-2-3-1,6.67,8.86,12.0,,,3.0,25.5,14.6,15.583333333333334,11.5,11.916666666666666
111,Герта,Дортмунд,Свен Яблонски,4.2,4.0,1.72,24,1,2,1020,836,184,48,52,14,10,3,2,500,543,67,69,14,9,12,20,62,47,21,14,23,9,2,2,8,12,139,146,13,7,3,5,9,5,4,2,3-4-1-2,6.76,3-4-2-1,6.97,8.97,15.95,,,4.0,29.75,14.8,13.916666666666666,8.833333333333334,9.333333333333334
112,Падерборн,РБ Лейпциг,Бибиана Штайнхаус,7.5,6.0,1.3,23,0,3,1090,1183,-93,51,49,10,13,3,3,490,463,47,53,18,16,29,26,59,68,16,17,14,22,6,6,14,8,171,139,8,18,4,6,6,14,2,4,4-2-2-2,6.63,4-2-2-2,7.06,9.19,8.3,,,3.0,20.0,15.5,13.5,12.5,11.916666666666666
113,Бавария М.,Леверкузен,Гвидо Винкманн,1.22,7.0,10.0,25,1,2,2618,363,2255,74,26,9,16,1,3,708,241,49,70,38,8,18,14,56,36,16,8,15,12,8,2,9,18,155,127,23,11,11,7,14,5,9,6,4-1-4-1,7.14,4-2-3-1,6.93,4.61,20.5,,,1.75,20.5,11.166666666666666,8.916666666666666,11.2,11.0
114,Мгладбах,Фрайбург,Феликс Цвайер,1.53,4.5,5.5,31,1,1,1433,668,765,50,50,15,16,3,2,443,427,55,58,12,20,12,12,52,41,16,11,14,12,2,3,9,16,125,130,23,12,13,4,18,8,5,4,4-2-3-1,6.97,3-4-1-2,6.93,15.65,14.17,,,3.4,21.8,13.833333333333334,13.666666666666666,10.0,9.25
115,Вольфсбург,Бремен,Роберт Кампка,2.0,3.75,3.3,31,1,2,1576,569,1007,60,40,15,16,1,4,472,317,64,63,31,15,14,12,68,76,31,38,17,21,9,3,5,12,180,170,20,10,6,3,13,7,7,3,3-4-2-1,6.86,4-3-3,6.79,5.58,12.29,,,4.333333333333333,27.0,12.833333333333334,14.416666666666666,12.166666666666666,11.916666666666666
116,Майнц 05,Э. Франкфурт,Мануэль Грефе,2.75,3.8,2.25,23,0,1,1700,904,796,54,46,13,10,1,2,455,380,69,56,30,26,21,16,52,58,14,19,15,16,8,6,8,11,169,163,18,14,8,4,7,10,11,4,3-4-1-2,6.7,3-1-4-2,6.93,6.3,11.78,,,2.0,21.0,15.2,14.666666666666666,12.8,13.75
117,Э. Франкфурт,Герта,Кристиан Дингерт,1.72,4.0,4.333333333333334,26,0,1,2656,255,2401,63,37,11,15,3,4,467,287,53,70,53,7,26,16,64,73,20,36,12,16,16,1,6,13,175,143,25,9,6,3,19,5,6,4,3-4-1-2,6.92,3-4-1-2,6.76,6.0,12.94,,,4.2,23.2,14.428571428571429,13.461538461538462,13.285714285714286,13.923076923076923
118,Дортмунд,Фортуна,Дэниел Зиберт,1.3,5.5,8.5,18,1,0,2913,10,2903,73,27,8,10,0,3,942,328,54,49,13,4,24,8,49,36,10,3,13,19,6,0,9,12,108,116,23,2,10,0,15,2,8,0,3-4-3,6.96,4-1-4-1,6.78,8.12,34.2,,,4.666666666666667,24.33333333333333,9.833333333333334,9.384615384615383,15.285714285714286,12.923076923076923
119,Мгладбах,Бавария М.,Марко Фриц,5.0,5.25,1.5,32,0,0,508,1465,-957,37,63,14,18,3,5,323,531,62,65,8,25,27,31,70,61,14,14,19,13,2,5,23,13,135,148,7,16,3,5,5,13,2,3,4-3-1-2,7.0,4-2-3-1,7.14,9.97,5.58,,,2.6,25.2,14.0,13.76923076923077,6.666666666666667,8.923076923076923
120,Аугсбург,Майнц 05,Маркус Шмидт,2.1,3.8,3.2,30,1,1,1633,685,948,50,50,15,15,2,2,351,350,66,83,27,10,16,8,52,51,26,12,4,21,8,2,11,9,170,152,18,12,5,3,13,3,5,9,4-2-3-1,6.68,3-4-1-2,6.73,9.85,6.96,,,4.0,25.6,12.333333333333334,12.307692307692308,14.285714285714286,14.538461538461538
121,РБ Лейпциг,Хоффенхайм,Дениз Айтекин,1.4,5.0,6.5,21,1,0,1428,923,505,41,59,16,5,3,1,417,619,60,69,25,15,27,16,58,55,21,15,15,15,8,6,11,15,134,163,25,11,14,1,19,10,6,1,4-4-2,7.06,4-2-3-1,6.82,10.58,9.88,,,2.8,26.8,11.333333333333334,12.0,12.666666666666666,11.923076923076923
122,Фрайбург,Вольфсбург,Бастиан Данкерт,3.25,3.5,2.15,35,0,0,734,954,-220,49,51,14,21,0,2,378,376,80,74,25,30,15,14,60,56,21,21,11,16,2,7,5,5,165,171,10,10,3,0,4,8,6,2,3-4-2-1,6.91,3-4-2-1,6.85,8.86,7.21,,,4.75,31.0,8.5,9.76923076923077,16.0,14.461538461538462
123,Леверкузен,Шальке 04,Вред Осмерс,2.0,3.8,3.3,26,1,0,1802,464,1338,56,44,13,13,2,2,478,385,74,76,20,5,19,33,73,74,24,18,29,25,9,0,11,12,189,188,19,5,9,3,14,4,5,1,4-2-3-1,6.93,4-1-3-2,6.87,5.85,7.75,,,4.4,23.0,10.857142857142858,11.384615384615383,13.333333333333334,12.384615384615383
124,Юнион Берлин,Кельн,Патрик Иттрих,2.1,3.5,3.4,40,1,0,1147,941,206,55,45,21,19,1,3,437,353,86,89,20,16,20,11,89,75,47,28,18,22,3,5,14,17,169,178,12,14,5,4,9,9,3,5,3-4-3,6.8,4-4-1-1,6.67,4.8,7.43,,,5.5,28.25,15.571428571428571,15.307692307692308,16.285714285714285,15.538461538461538
125,Бремен,Падерборн,Саша Стегеманн,1.5,5.0,5.5,23,0,0,1693,755,938,54,46,10,13,1,4,478,410,46,63,31,19,29,22,55,63,14,14,18,27,13,6,13,13,176,150,12,16,3,5,8,9,4,7,4-3-3,6.8,4-4-2,6.62,9.11,8.93,,,4.0,25.4,11.666666666666666,12.23076923076923,11.5,13.23076923076923
126,Хоффенхайм,Аугсбург,Бибиана Штайнхаус,1.9,3.8,3.75,17,1,1,2338,237,2101,76,24,10,7,1,0,658,212,55,59,37,5,19,11,44,48,11,21,11,11,11,1,5,14,141,116,19,6,8,4,12,5,7,1,4-2-3-1,6.81,4-4-2,6.69,5.87,31.43,,,6.0,23.0,11.285714285714286,11.428571428571429,12.285714285714286,12.5
127,Кельн,Леверкузен,Мануэль Грефе,4.0,3.75,1.9,26,0,0,759,940,-181,38,62,14,12,2,2,380,610,69,47,12,7,17,21,49,55,11,14,22,19,3,4,25,8,155,151,13,6,5,2,9,2,4,4,4-1-4-1,6.67,4-2-3-1,6.93,11.66,8.23,,,2.2,21.4,14.666666666666666,15.785714285714286,12.0,11.5
